CN001000000	CN001001000	安庆市
CN001000000	CN001002000	蚌埠市
CN001000000	CN001003000	亳州市
CN001000000	CN001004000	池州市
CN001000000	CN001005000	滁州市
CN001000000	CN001006000	阜阳市
CN001000000	CN001007000	合肥市
CN001000000	CN001008000	淮北市
CN001000000	CN001009000	淮南市
CN001000000	CN001010000	黄山市
CN001000000	CN001011000	六安市
CN001000000	CN001012000	马鞍山市
CN001000000	CN001013000	宿州市
CN001000000	CN001014000	铜陵市
CN001000000	CN001015000	芜湖市
CN001000000	CN001016000	宣城市
CN002000000	CN002001000	澳门半岛
CN002000000	CN002002000	凼仔岛
CN002000000	CN002004000	路凼城
CN002000000	CN002003000	路环岛
CN003000000	CN003001000	北京市
CN034000000	CN034002000	重庆市
CN004000000	CN004001000	福州市
CN004000000	CN004002000	龙岩市
CN004000000	CN004003000	南平市
CN004000000	CN004004000	宁德市
CN004000000	CN004005000	莆田市
CN004000000	CN004006000	泉州市
CN004000000	CN004007000	三明市
CN004000000	CN004008000	厦门市
CN004000000	CN004009000	漳州市
CN005000000	CN005001000	白银市
CN005000000	CN005002000	定西市
CN005000000	CN005003000	甘南藏族自治州
CN005000000	CN005004000	嘉峪关市
CN005000000	CN005005000	金昌市
CN005000000	CN005006000	酒泉市
CN005000000	CN005007000	兰州市
CN005000000	CN005008000	临夏回族自治州
CN005000000	CN005009000	陇南市
CN005000000	CN005010000	平凉市
CN005000000	CN005011000	庆阳市
CN005000000	CN005012000	天水市
CN005000000	CN005013000	武威市
CN005000000	CN005014000	张掖市
CN006000000	CN006001000	潮州市
CN006000000	CN006002000	东莞市
CN006000000	CN006003000	佛山市
CN006000000	CN006004000	广州市
CN006000000	CN006005000	河源市
CN006000000	CN006006000	惠州市
CN006000000	CN006007000	江门市
CN006000000	CN006008000	揭阳市
CN006000000	CN006009000	茂名市
CN006000000	CN006010000	梅州市
CN006000000	CN006011000	清远市
CN006000000	CN006012000	汕头市
CN006000000	CN006013000	汕尾市
CN006000000	CN006014000	韶关市
CN006000000	CN006015000	深圳市
CN006000000	CN006016000	阳江市
CN006000000	CN006017000	云浮市
CN006000000	CN006018000	湛江市
CN006000000	CN006019000	肇庆市
CN006000000	CN006020000	中山市
CN006000000	CN006021000	珠海市
CN007000000	CN007001000	百色市
CN007000000	CN007002000	北海市
CN007000000	CN007003000	崇左市
CN007000000	CN007004000	防城港市
CN007000000	CN007005000	贵港市
CN007000000	CN007006000	桂林市
CN007000000	CN007007000	河池市
CN007000000	CN007008000	贺州市
CN007000000	CN007009000	来宾市
CN007000000	CN007010000	柳州市
CN007000000	CN007011000	南宁市
CN007000000	CN007012000	钦州市
CN007000000	CN007013000	梧州市
CN007000000	CN007014000	玉林市
CN008000000	CN008001000	安顺市
CN008000000	CN008002000	毕节市
CN008000000	CN008003000	贵阳市
CN008000000	CN008004000	六盘水市
CN008000000	CN008005000	黔东南苗族侗族自治州
CN008000000	CN008006000	黔南布依族苗族自治州
CN008000000	CN008007000	黔西南布依族苗族自治州
CN008000000	CN008008000	铜仁市
CN008000000	CN008009000	遵义市
CN009000000	CN009001000	儋州市
CN009000000	CN009002000	海口市
CN009000000	CN009003000	三沙市
CN009000000	CN009004000	三亚市
CN010000000	CN010001000	保定市
CN010000000	CN010002000	沧州市
CN010000000	CN010003000	承德市
CN010000000	CN010004000	邯郸市
CN010000000	CN010005000	衡水市
CN010000000	CN010006000	廊坊市
CN010000000	CN010007000	秦皇岛市
CN010000000	CN010009000	石家庄市
CN010000000	CN010010000	唐山市
CN010000000	CN010011000	邢台市
CN010000000	CN010012000	张家口市
CN011000000	CN011001000	大庆市
CN011000000	CN011002000	大兴安岭地区
CN011000000	CN011003000	哈尔滨市
CN011000000	CN011004000	鹤岗市
CN011000000	CN011005000	黑河市
CN011000000	CN011006000	佳木斯市
CN011000000	CN011007000	鸡西市
CN011000000	CN011008000	牡丹江市
CN011000000	CN011009000	齐齐哈尔市
CN011000000	CN011010000	七台河市
CN011000000	CN011011000	双鸭山市
CN011000000	CN011012000	绥化市
CN011000000	CN011013000	伊春市
CN012000000	CN012001000	安阳市
CN012000000	CN012002000	鹤壁市
CN012000000	CN012003000	焦作市
CN012000000	CN012004000	开封市
CN012000000	CN012005000	漯河市
CN012000000	CN012006000	洛阳市
CN012000000	CN012007000	南阳市
CN012000000	CN012008000	平顶山市
CN012000000	CN012009000	濮阳市
CN012000000	CN012010000	三门峡市
CN012000000	CN012011000	商丘市
CN012000000	CN012013000	新乡市
CN012000000	CN012014000	信阳市
CN012000000	CN012015000	许昌市
CN012000000	CN012016000	郑州市
CN012000000	CN012017000	周口市
CN012000000	CN012018000	驻马店市
CN013000000	CN013001000	恩施土家族苗族自治州
CN013000000	CN013002000	鄂州市
CN013000000	CN013003000	黄冈市
CN013000000	CN013004000	黄石市
CN013000000	CN013005000	荆门市
CN013000000	CN013006000	荆州市
CN013000000	CN013008000	十堰市
CN013000000	CN013009000	随州市
CN013000000	CN013010000	武汉市
CN013000000	CN013011000	襄阳市
CN013000000	CN013012000	咸宁市
CN013000000	CN013013000	孝感市
CN013000000	CN013014000	宜昌市
CN014000000	CN014001000	常德市
CN014000000	CN014002000	郴州市
CN014000000	CN014003000	衡阳市
CN014000000	CN014004000	怀化市
CN014000000	CN014005000	娄底市
CN014000000	CN014006000	邵阳市
CN014000000	CN014007000	湘潭市
CN014000000	CN014008000	湘西土家族苗族自治州
CN014000000	CN014009000	益阳市
CN014000000	CN014010000	永州市
CN014000000	CN014011000	岳阳市
CN014000000	CN014012000	张家界市
CN014000000	CN014013000	长沙市
CN014000000	CN014014000	株洲市
CN015000000	CN015001000	常州市
CN015000000	CN015002000	淮安市
CN015000000	CN015003000	连云港市
CN015000000	CN015004000	南京市
CN015000000	CN015005000	南通市
CN015000000	CN015006000	宿迁市
CN015000000	CN015007000	苏州市
CN015000000	CN015008000	泰州市
CN015000000	CN015009000	无锡市
CN015000000	CN015010000	徐州市
CN015000000	CN015011000	盐城市
CN015000000	CN015012000	扬州市
CN015000000	CN015013000	镇江市
CN016000000	CN016001000	抚州市
CN016000000	CN016002000	赣州市
CN016000000	CN016003000	吉安市
CN016000000	CN016004000	景德镇市
CN016000000	CN016005000	九江市
CN016000000	CN016006000	南昌市
CN016000000	CN016007000	萍乡市
CN016000000	CN016008000	上饶市
CN016000000	CN016009000	新余市
CN016000000	CN016010000	宜春市
CN016000000	CN016011000	鹰潭市
CN017000000	CN017001000	白城市
CN017000000	CN017002000	白山市
CN017000000	CN017003000	吉林市
CN017000000	CN017004000	辽源市
CN017000000	CN017005000	四平市
CN017000000	CN017006000	松原市
CN017000000	CN017007000	通化市
CN017000000	CN017008000	延边朝鲜族自治州
CN017000000	CN017009000	长春市
CN018000000	CN018001000	鞍山市
CN018000000	CN018002000	本溪市
CN018000000	CN018003000	朝阳市
CN018000000	CN018004000	大连市
CN018000000	CN018005000	丹东市
CN018000000	CN018006000	抚顺市
CN018000000	CN018007000	阜新市
CN018000000	CN018008000	葫芦岛市
CN018000000	CN018009000	锦州市
CN018000000	CN018010000	辽阳市
CN018000000	CN018011000	盘锦市
CN018000000	CN018012000	沈阳市
CN018000000	CN018013000	铁岭市
CN018000000	CN018014000	营口市
CN019000000	CN019001000	阿拉善盟
CN019000000	CN019002000	包头市
CN019000000	CN019003000	巴彦淖尔市
CN019000000	CN019004000	赤峰市
CN019000000	CN019005000	鄂尔多斯市
CN019000000	CN019006000	呼和浩特市
CN019000000	CN019007000	呼伦贝尔市
CN019000000	CN019008000	通辽市
CN019000000	CN019009000	乌海市
CN019000000	CN019010000	乌兰察布市
CN019000000	CN019011000	锡林郭勒盟
CN019000000	CN019012000	兴安盟
CN020000000	CN020001000	固原市
CN020000000	CN020002000	石嘴山市
CN020000000	CN020003000	吴忠市
CN020000000	CN020004000	银川市
CN020000000	CN020005000	中卫市
CN021000000	CN021001000	果洛藏族自治州
CN021000000	CN021002000	海北藏族自治州
CN021000000	CN021003000	海东市
CN021000000	CN021004000	海南藏族自治州
CN021000000	CN021005000	海西蒙古族藏族自治州
CN021000000	CN021006000	黄南藏族自治州
CN021000000	CN021007000	西宁市
CN021000000	CN021008000	玉树藏族自治州
CN022000000	CN022001000	滨州市
CN022000000	CN022002000	德州市
CN022000000	CN022003000	东营市
CN022000000	CN022004000	菏泽市
CN022000000	CN022005000	济南市
CN022000000	CN022006000	济宁市
CN022000000	CN022007000	莱芜市
CN022000000	CN022008000	聊城市
CN022000000	CN022009000	临沂市
CN022000000	CN022010000	青岛市
CN022000000	CN022011000	日照市
CN022000000	CN022012000	泰安市
CN022000000	CN022013000	潍坊市
CN022000000	CN022014000	威海市
CN022000000	CN022015000	烟台市
CN022000000	CN022016000	枣庄市
CN022000000	CN022017000	淄博市
CN023000000	CN023001000	上海市
CN024000000	CN024001000	大同市
CN024000000	CN024002000	晋城市
CN024000000	CN024003000	晋中市
CN024000000	CN024004000	临汾市
CN024000000	CN024005000	吕梁市
CN024000000	CN024006000	朔州市
CN024000000	CN024007000	太原市
CN024000000	CN024008000	忻州市
CN024000000	CN024009000	阳泉市
CN024000000	CN024010000	运城市
CN024000000	CN024011000	长治市
CN025000000	CN025001000	安康市
CN025000000	CN025002000	宝鸡市
CN025000000	CN025003000	汉中市
CN025000000	CN025004000	商洛市
CN025000000	CN025005000	铜川市
CN025000000	CN025006000	渭南市
CN025000000	CN025007000	西安市
CN025000000	CN025008000	咸阳市
CN025000000	CN025009000	延安市
CN025000000	CN025010000	榆林市
CN026000000	CN026001000	阿坝藏族羌族自治州
CN026000000	CN026002000	巴中市
CN026000000	CN026003000	成都市
CN026000000	CN026004000	达州市
CN026000000	CN026005000	德阳市
CN026000000	CN026006000	甘孜藏族自治州
CN026000000	CN026007000	广安市
CN026000000	CN026008000	广元市
CN026000000	CN026009000	乐山市
CN026000000	CN026010000	凉山彝族自治州
CN026000000	CN026011000	泸州市
CN026000000	CN026012000	眉山市
CN026000000	CN026013000	绵阳市
CN026000000	CN026014000	南充市
CN026000000	CN026015000	内江市
CN026000000	CN026016000	攀枝花市
CN026000000	CN026017000	遂宁市
CN026000000	CN026018000	雅安市
CN026000000	CN026019000	宜宾市
CN026000000	CN026020000	自贡市
CN026000000	CN026021000	资阳市
CN027000000	CN027017000	高雄市
CN027000000	CN027014000	花莲县
CN027000000	CN027009000	嘉义县
CN027000000	CN027018000	基隆市
CN027000000	CN027012000	金门县
CN027000000	CN027007000	连江县
CN027000000	CN027020000	苗栗县
CN027000000	CN027004000	南投县
CN027000000	CN027021000	澎湖县
CN027000000	CN027011000	屏东县
CN027000000	CN027015000	台北市
CN027000000	CN027016000	台东县
CN027000000	CN027002000	台南市
CN027000000	CN027001000	台中市
CN027000000	CN027003000	桃园市
CN027000000	CN027019000	新北市
CN027000000	CN027006000	新竹市
CN027000000	CN027013000	新竹县
CN027000000	CN027010000	宜兰县
CN027000000	CN027008000	云林县
CN027000000	CN027005000	彰化县
CN028000000	CN028001000	天津市
CN029000000	CN029000200	九龙半岛
CN029000000	CN029000100	香港岛
CN029000000	CN029000300	新界
CN030000000	CN030001000	阿克苏地区
CN030000000	CN030002000	阿勒泰地区
CN030000000	CN030003000	巴音郭楞蒙古自治州
CN030000000	CN030004000	博尔塔拉蒙古自治州
CN030000000	CN030005000	昌吉回族自治州
CN030000000	CN030006000	哈密市
CN030000000	CN030007000	和田地区
CN030000000	CN030008000	喀什地区
CN030000000	CN030009000	克拉玛依市
CN030000000	CN030010000	克孜勒苏柯尔克孜自治州
CN030000000	CN030011000	塔城地区
CN030000000	CN030012000	吐鲁番市
CN030000000	CN030013000	乌鲁木齐市
CN030000000	CN030014000	伊犁哈萨克自治州
CN030000000	CN030015000	自治区直辖县级行政区划
CN031000000	CN031001000	阿里地区
CN031000000	CN031002000	昌都市
CN031000000	CN031003000	拉萨市
CN031000000	CN031004000	林芝市
CN031000000	CN031005000	那曲地区
CN031000000	CN031006000	日喀则市
CN031000000	CN031007000	山南市
CN032000000	CN032001000	保山市
CN032000000	CN032002000	楚雄彝族自治州
CN032000000	CN032003000	大理白族自治州
CN032000000	CN032004000	德宏傣族景颇族自治州
CN032000000	CN032005000	迪庆藏族自治州
CN032000000	CN032006000	红河哈尼族彝族自治州
CN032000000	CN032007000	昆明市
CN032000000	CN032008000	丽江市
CN032000000	CN032009000	临沧市
CN032000000	CN032010000	怒江傈僳族自治州
CN032000000	CN032011000	普洱市
CN032000000	CN032012000	曲靖市
CN032000000	CN032013000	文山壮族苗族自治州
CN032000000	CN032014000	西双版纳傣族自治州
CN032000000	CN032015000	玉溪市
CN032000000	CN032016000	昭通市
CN033000000	CN033001000	杭州市
CN033000000	CN033002000	湖州市
CN033000000	CN033003000	嘉兴市
CN033000000	CN033004000	金华市
